artist_id,genre
7BMccF0hQFBpP6417k1OtQ,east coast hip hop
7BMccF0hQFBpP6417k1OtQ,hip hop
7BMccF0hQFBpP6417k1OtQ,pop rap
7BMccF0hQFBpP6417k1OtQ,rap
7BMccF0hQFBpP6417k1OtQ,underground hip hop
3QP0XPDwbvGivqDAaJ5f5G,dance rock
3QP0XPDwbvGivqDAaJ5f5G,new romantic
3QP0XPDwbvGivqDAaJ5f5G,new wave
3QP0XPDwbvGivqDAaJ5f5G,new wave pop
3QP0XPDwbvGivqDAaJ5f5G,permanent wave
3QP0XPDwbvGivqDAaJ5f5G,synthpop
284fAcjDaBYlPBLZnQkZU0,brill building pop
284fAcjDaBYlPBLZnQkZU0,british invasion
284fAcjDaBYlPBLZnQkZU0,merseybeat
284fAcjDaBYlPBLZnQkZU0,rock-and-roll
284fAcjDaBYlPBLZnQkZU0,rockabilly
3dctbbXhrRgigX1icexnws,post-teen pop
6prmLEyn4LfHlD9NnXWlf7,dance pop
6prmLEyn4LfHlD9NnXWlf7,idol
6prmLEyn4LfHlD9NnXWlf7,pop
6prmLEyn4LfHlD9NnXWlf7,post-teen pop
4bYPcJP5jwMhSivRcqie2n,neo mellow
4bYPcJP5jwMhSivRcqie2n,pop christmas
2LB9H0px4qWbCHg9Axzhga,comedy
2LB9H0px4qWbCHg9Axzhga,comic
1rBtwsSkGLKYGhL5yj98Wd,deep adult standards
4dpARuHxo51G3z768sgnrY,pop
266SmBZTt4zRzaKEANWbfQ,hip pop
266SmBZTt4zRzaKEANWbfQ,neo soul
266SmBZTt4zRzaKEANWbfQ,new jack swing
266SmBZTt4zRzaKEANWbfQ,r&b
266SmBZTt4zRzaKEANWbfQ,urban contemporary
1gecXg2ffE7G6AfAFQsVWr,library music
67ACRXvvMXGf3zGJMefM63,art rock
67ACRXvvMXGf3zGJMefM63,canterbury scene
67ACRXvvMXGf3zGJMefM63,jazz fusion
67ACRXvvMXGf3zGJMefM63,progressive rock
67ACRXvvMXGf3zGJMefM63,symphonic rock
67ACRXvvMXGf3zGJMefM63,zolo
0PrhwIWbqYFYyY2ZrkIWgI,regional mexican
0PrhwIWbqYFYyY2ZrkIWgI,regional mexican pop
7Ey4PD4MYsKc5I2dolUwbH,album rock
7Ey4PD4MYsKc5I2dolUwbH,classic rock
7Ey4PD4MYsKc5I2dolUwbH,hard rock
7Ey4PD4MYsKc5I2dolUwbH,rock
4D75GcNG95ebPtNvoNVXhz,big room
4D75GcNG95ebPtNvoNVXhz,dance pop
4D75GcNG95ebPtNvoNVXhz,deep big room
4D75GcNG95ebPtNvoNVXhz,dutch house
4D75GcNG95ebPtNvoNVXhz,edm
4D75GcNG95ebPtNvoNVXhz,electro house
4D75GcNG95ebPtNvoNVXhz,pop
4D75GcNG95ebPtNvoNVXhz,progressive electro house
4D75GcNG95ebPtNvoNVXhz,tropical house
4Icvbp9RDt5aY2TWDOVDsr,gangster rap
4Icvbp9RDt5aY2TWDOVDsr,hip hop
4Icvbp9RDt5aY2TWDOVDsr,pop christmas
4Icvbp9RDt5aY2TWDOVDsr,rap
4UPcJIhr5K5fPsm4itqT7E,funk
4UPcJIhr5K5fPsm4itqT7E,hip pop
4UPcJIhr5K5fPsm4itqT7E,neo soul
4UPcJIhr5K5fPsm4itqT7E,new jack swing
4UPcJIhr5K5fPsm4itqT7E,quiet storm
4UPcJIhr5K5fPsm4itqT7E,r&b
4UPcJIhr5K5fPsm4itqT7E,urban contemporary
7fUtt9kVZOyn9LWy0JbDRI,europop
7fUtt9kVZOyn9LWy0JbDRI,swedish pop
6gc6oo3u2f7SqTd4mhe81O,avant-garde jazz
6gc6oo3u2f7SqTd4mhe81O,bebop
6gc6oo3u2f7SqTd4mhe81O,contemporary jazz
6gc6oo3u2f7SqTd4mhe81O,contemporary post-bop
6gc6oo3u2f7SqTd4mhe81O,cool jazz
6gc6oo3u2f7SqTd4mhe81O,free jazz
6gc6oo3u2f7SqTd4mhe81O,hard bop
