found_name,genres,read_name,spotify_id
,[],Placido Domingo & John Denver,
Plain White T's,"['emo', 'modern rock', 'neo mellow', 'pop christmas', 'pop punk', 'pop rock', 'punk christmas']",Plain White T's,1g1yxsNVPhMUl9GrMjEb2o
Planet P Project,[],Planet P,6qjDKqoT1Psj40GF4ga77w
Planet Soul,['hip house'],Planet Soul,5E0lNHVTNdbK9pcUmQm1S1
Plastic Bertrand,[],Plastic Bertrand,1KeIof0zqga5ojkmOKg88P
The Plastic Ono Band,[],Plastic Ono Band,4m2kfAHEnK7Z7qLGxeWtro
The Plastic Ono Band,[],Plastic Ono Band Yoko Ono,4m2kfAHEnK7Z7qLGxeWtro
Platinum Blonde,['canadian indie'],Platinum Blonde,5oxTKyMgf6POnzlqM1mduA
Play-N-Skillz,['chicano rap'],Play-N-Skillz,7MP4jhYmFEgb0AtiOkw55s
Playa Limbo,"['grupera', 'latin', 'latin arena pop', 'latin pop', 'mexican pop', 'rock en espanol']",Playa,6XmHtVhgpE33VHFEp2V1P8
Playaz Circle,[],Playaz Circle,5gV9T9VSwhHBlHcRMojEZw
Playboi Carti,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop', 'vapor trap']",Playboi Carti,699OTQXzgjhIYAHMy9RyPD
Playboy Tre´,[],Playboy Tre,6i4NElwiChcidDdwr7myDT
String Player Gamer,[],Player,4tyZ8F1QPVTJ1EbkrlnpMd
Pleasure P,"['alternative r&b', 'dance pop', 'deep pop r&b', 'hip pop', 'pop rap', 'r&b', 'trap music', 'urban contemporary']",Pleasure,6dROiL44pIQZVNZ6Bc0OJO
Pleasure P,"['alternative r&b', 'dance pop', 'deep pop r&b', 'hip pop', 'pop rap', 'r&b', 'trap music', 'urban contemporary']",Pleasure P,6dROiL44pIQZVNZ6Bc0OJO
Plies,"['crunk', 'dance pop', 'dirty south rap', 'gangster rap', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']",Plies,3jksrX4oBklxR78ft8gv3j
,[],Plies Or OJ Da Juiceman,
PnB Rock,"['dwn trap', 'indie r&b', 'pop', 'rap', 'southern hip hop', 'trap music']",PnB Rock,21WS9wngs9AqFckK7yYJPM
Scary Pockets,[],Pockets,1e16kiJQtCTveTl7TQnkFN
Poco,"['album rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'roots rock', 'singer-songwriter', 'soft rock', 'southern rock']",Poco,0fyqyjD7pbaVzbu94ylWQR
Point Blank,"['dirty texas rap', 'southern rock']",Point Blank,5Nz0G9zAjZVmIgqtGfHham
Poison,"['album rock', 'glam metal', 'hard rock', 'rock']",Poison,1fBCIkoPOPCDLUxGuWNvyo
Polly Brown,[],Polly Brown,55AtMEBbG49K31i2XkvJ4q
Polow Da Don,[],Polow Da Don,0gcDAjaKZIKMdYJoIdrIfR
Ponderosa Twins Plus One,[],Ponderosa Twins + One,3Kt9jng0C5E6JzOSez6Bid
The Poni-Tails,"['deep adult standards', 'doo-wop', 'vocal harmony group']",Poni-Tails,2NbPfkf3TYSRoJ64inF0AN
Pookie Hudson,['deep northern soul'],Pookie Hudson,4pmi9ADz840cly4M2DiNHO
Pop Tops,['spanish invasion'],Pop-Tops,1a934Bo8PYrALBPndbkISF
Poptracker,[],Poptracker,1R3V0zMaN332PUtQqhZLEk
Porno for Pyros,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'grunge', 'post-grunge']",Porno For Pyros,58etTNn7xmsQZhjnfjpAXL
Porter Wagoner,"['country christmas', 'country gospel', 'cowboy western', 'nashville sound', 'traditional country', 'western swing']",Porter Wagoner,4PcLkq6IefIYiRWLXOfwKA
Portishead,"['art pop', 'electronic', 'laboratorio', 'trip hop']",Portishead,6liAMWkVf5LH7YR9yfFy1Y
,[],Portrai,
Portrait,[],Portrait,08fM8wx6uuEwagFsUvQp35
Portugal. The Man,"['modern rock', 'neo-psychedelic']",Portugal. The Man,4kI8Ie27vjvonwaB2ePh8T
Positive K,['east coast hip hop'],Positive K,5NtJpNZgRqBvRCq6OE08ZU
Post Malone,"['pop', 'rap']",Post Malone,246dkjvS1zLTtiykXe5h60
Potliquor,[],Potliquor,5VpM6fFIm0z7rA4Zb8t0CI
Pousette-Dart Band,[],Pousette-Dart Band,2TgCuySivyw4HqOmYTGP8Q
Pouya,"['underground hip hop', 'vapor trap']",Pouya,4nXOZlYoAD67hF9aUEncMY
,[],Powersource (Solo...Sharon,
Pozo Seco Singers,[],Pozo Seco Singers,25FIeQrCQgGCv2JzuzwzNx
,[],Prancer And Nervous,
Pras,[],Pras,0kJMPTXq7h3ztpDukSx5iD
,[],Pras (With Ky-mani,
Pras Michel,[],Pras Michel,3EiPgpJshyfFf6EaUP2b4W
Pratt & McClain,[],Pratt & McClain,3vNHR4OsgOsktxndG612B7
Prelude,[],Prelude,260WbYt8Xl3eILtiKfHuA8
Pressha,[],Pressha,6rcAg2UgXIlbFQIHWq4eGE
Preston Epps,[],Preston Epps,635NhD8wQskmUJhO2Lidhb
Pretenders,"['album rock', 'art rock', 'classic rock', 'dance rock', 'folk', 'folk christmas', 'folk rock', 'lilith', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'rock', 'singer-songwriter', 'soft rock', 'synthpop']",Pretenders,0GByy3DcfbQwDvXGCWmzv9
Pretty In Pink,[],Pretty In Pink,4vS1f2H9jje8GYjVyYvWSm
Pretty Lights,"['edm', 'glitch hop', 'jam band']",Pretty Lights,4iVhFmG8YCCEHANGeUUS9q
Pretty Poison,['freestyle'],Pretty Poison,4Xe7UmOgczT2GMm5uK8Axu
"Bernard ""Pretty"" Purdie","['jazz drums', 'jazz funk', 'soul jazz']",Pretty Purdie,0v0wFiHWFaKEEAwlDtDiRT
Pretty Ricky,"['crunk', 'dance pop', 'deep pop r&b', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'new jack swing', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",Pretty Ricky,6XwcepfAsPhrvwziGxhwju
Priceless Da Roc,['west coast trap'],Priceless Da Roc,5UFWdAKsTs2o6gwSyBXxS2
Prince Royce,"['bachata', 'latin', 'latin pop', 'merengue urbano', 'pop', 'reggaeton', 'tropical']",Prince,3MHaV05u0io8fQbZ2XPtlC
,[],Prince And The N.P.G.,
Prince,"['classic funk rock', 'funk', 'motown', 'soul christmas']",Prince And The New Power Generation,5a2EaR3hamoenG9rDuVn8j
Prince,"['classic funk rock', 'funk', 'motown', 'soul christmas']",Prince And The Revolution,5a2EaR3hamoenG9rDuVn8j
,[],Prince And The Revolution Duet,
Prince Buster,"['dub', 'reggae', 'rock steady', 'ska', 'ska revival', 'traditional ska']",Prince Buster,75S63f1AmZUa9gpQvlt5NB
,[],Prince Markie Dee And The Soul Convention,
Prince Royce,"['bachata', 'latin', 'latin pop', 'merengue urbano', 'pop', 'reggaeton', 'tropical']",Prince Royce,3MHaV05u0io8fQbZ2XPtlC
Princessa,[],Princessa,5zj5qQnr64lVvLtMrOBbRF
Priscilla,[],Priscilla,3guo5KSFSYSvcyH7kEiNBy
Prism,['album rock'],Prism,5LRNWnDWFkMtRmlxtYdW3I
Problem,"['gangster rap', 'hyphy', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'west coast trap']",Problem,0399oiMcmbOzzsYQDNYqxn
Procol Harum,"['album rock', 'art rock', 'blues-rock', 'british blues', 'british invasion', 'classic rock', 'folk rock', 'progressive rock', 'psychedelic rock', 'symphonic rock']",Procol Harum,0GbqW5TJr7n4is453VOY4C
The Prodigy,"['big beat', 'breakbeat', 'electronic', 'hardcore techno']",Prodigy,4k1ELeJKT1ISyDv8JivPpB
Snow Tha Product,[],Product,3p3jPcp8b7WL9XYj4xlsWj
Professor Morrison's Lollipop,[],Professor Morrison's Lollipop,05s4DM3bn3mTihwxTm5eZK
Profyle,"['new jack swing', 'urban contemporary']",Profyle,4WC2Edj7Ruq94JH2jkC5hB
Project Pat,"['crunk', 'deep trap', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",Project Pat,08Ld63UgKrJ0nZnCkzHtzc
Pseudo Echo,"['australian pop', 'dance rock', 'new romantic']",Pseudo Echo,0FDW3axHactZo8HU0OnNVy
The Psychedelic Furs,"['alternative rock', 'art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'power pop', 'synthpop', 'uk post-punk']",Psychedelic Furs,0O0lrN34wrcuBenkqlEDZe
Public Announcement,"['new jack swing', 'r&b']",Public Announcement,02JTFUpX3CgLWXNKEXIvcb
Public Enemy,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap']",Public Enemy,6Mo9PoU6svvhgEum7wh2Nd
Puddle Of Mudd,"['alternative metal', 'alternative rock', 'nu metal', 'pop punk', 'pop rock', 'post-grunge', 'rap metal', 'rap rock', 'rock']",Puddle Of Mudd,3dXaa6jwM7B52GZpaJEIr5
Diddy,"['crunk', 'dance pop', 'dirty south rap', 'east coast hip hop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'trap music']",Puff Daddy,59wfkuBoNyhDMQGCljbUbA
Puff Johnson,[],Puff Johnson,4tZuiycQazMlEVhiPXuKLk
Pure Prairie League,"['album rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'soft rock', 'southern rock']",Pure Prairie League,1MXwwmS2JpmsHZhdMeOL2s
Pure Soul,[],Pure Soul,3kdsMzCEaVsrlrKNzdIjSf
Pure Sugar,[],Pure Sugar,2P7bu5DbhTuppbjrRC77Pt
Purple Reign,[],Purple Reign,0TRSxJtLAxr3Q7y21hoT2l
,[],Purple Ribbon All-Stars,
Pusha T,"['alternative hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",Pusha T,0ONHkAv9pCAFxb0zJwDNTy
,[],Pusha T Kanye West,
Pyotr Ilyich Tchaikovsky,"['classical', 'classical christmas', 'romantic era']",Pyotr Ilyich Tchaikovsky,3MKCzCnpzw3TjUYs2v7vDA
Python Lee Jackson,[],Python Lee Jackson,7lWPkt4uoVwqSO7QpuYmdN
Q-Tip,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'neo soul', 'pop rap', 'rap', 'southern hip hop']",Q-Tip,3ZotbHeyVQKxQCPDJuQ4SU
,[],Q-Tip & GoonRock,
Q-Feel,"['dance rock', 'new romantic', 'new wave', 'synthpop']",Q-feel,2XTBNxQq62Jbego4YsbnyF
QB Finest,[],QB Finest,06X9ub06B2zsqDpmHUqh3K
QT,['escape room'],QT,1vGd39quXC7Ee1vPIOWAi4
Qkumba Zoo,[],Qkumba Zoo,6XzQc5fLTjuCchmMFFh16u
Quad City DJ's,"['hip house', 'miami bass']",Quad City DJ's,4mar1GMMEhvGyJdWagu6KS
Quality Control,"['rap', 'southern hip hop', 'trap music', 'vapor trap']",Quality Control,6i392l38cR3uBPF0DbNs7S
Quarterflash,"['album rock', 'new wave pop', 'soft rock']",Quarterflash,3VJakY5Yw5phAOF4Bada5v
Quavo,['trap music'],Quavo,0VRj0yCOv2FXJNP47XQnx5
,[],Quavo & Lil Yachty,
Queen,"['album rock', 'classic rock', 'glam rock', 'heavy christmas', 'rock']",Queen,1dfeR4HaWDbWqFHLkxsg1d
,[],Queen & David Bowie,
Queen Latifah,"['east coast hip hop', 'hip hop', 'hip pop', 'hollywood']",Queen Latifah,5m7wCUhYhBh7A3A3YMxrbt
Queen Pen,['hip pop'],Queen Pen,0VbIlorLz3I5SEtIsc5vAr
Queens of the Stone Age,"['alternative metal', 'alternative rock', 'blues-rock', 'garage rock', 'modern rock', 'neo-psychedelic', 'nu metal', 'post-grunge', 'rock', 'stoner metal', 'stoner rock']",Queens Of The Stone Age,4pejUc4iciQfgdX6OKulQn
Queensrÿche,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'heavy christmas', 'metal', 'power metal', 'progressive metal', 'rock', 'speed metal']",Queensryche,2OgUPVlWYgGBGMefZgGvCO
Quicksilver Messenger Service,"['blues-rock', 'british blues', 'canterbury scene', 'classic garage rock', 'classic rock', 'country rock', 'folk rock', 'freakbeat', 'psychedelic rock']",Quicksilver Messenger Service,7DCnwoFMqGN6eZULdcLZeL
Quiet Riot,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",Quiet Riot,1dLWg6m8RRhizsdqJbhyj3
Quincy Jones,"['adult standards', 'classic funk rock', 'disco', 'funk', 'jazz christmas', 'jazz funk', 'motown', 'quiet storm', 'soul', 'soul christmas']",Quincy Jones,3rxIQc9kWT6Ueg4BhnOwRK
,[],Quincy Jones (feat. The Brothers Johnson,
,[],Quincy Jones Introducing Tamia,
Quinn XCII,['indie pop rap'],Quinn XCII,3ApUX1o6oSz321MMECyIYd
R. City,['alternative r&b'],R. City,4TH4BHy0LdBi3dpBW4P2UX
R. Dean Taylor,"['motown', 'northern soul']",R. Dean Taylor,4Yg38CnYMoN09sMLf6KDdW
R. Kelly,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop', 'pop christmas', 'pop rap', 'r&b', 'rap', 'soul christmas', 'southern hip hop', 'urban contemporary']",R. Kelly,2mxe0TnaNL039ysAj51xPQ
,[],R. Kelly & Celine Dion,
,[],R. Kelly & Jay-Z,
,[],R. Kelly & Public Announcement,
,[],R. Kelly Duet,
,[],R. Kelly Or Bow Wow,
R.B. Greaves,[],R.B. Greaves,1BdNzKPyPDOhHdFhvwytQt
R.E.M.,"['album rock', 'alternative rock', 'art rock', 'classic rock', 'dance rock', 'folk christmas', 'mellow gold', 'neo mellow', 'permanent wave', 'pop christmas', 'pop rock', 'rock']",R.E.M.,4KWTAlx2RvbpseOGMEmROg
RL Grime,"['aussietronica', 'bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'moombahton', 'vapor twitch']",R.L.,5eIbEEQnDM8yuDVB0bimSP
RAC,"['alternative dance', 'chillwave', 'indie pop', 'indie poptimism', 'indie psych-rock', 'indietronica', 'metropopolis', 'modern rock', 'nu disco', 'shimmer pop', 'synthpop', 'vapor soul']",RAC,4AGwPDdh1y8hochNzHy5HC
Raab,[],RAab,47ixkrAGZ7XCBcgBlong46
RBD,[],RBD,6M9A23GBlQQ1jTVsUES5ph
SOB X RBE,['vapor trap'],RBE,2TImI3DW7o5MdRXJs4D37h
RCR,[],RCR,43CeBcsiVJzDD4D7aQDBgq
REO Speedwagon,"['album rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'pop rock', 'rock', 'soft rock', 'southern rock']",REO Speedwagon,55vs7NT1KxcFjbMC4y202E
RJ,['west coast trap'],RJ,4x2GpMP6bQGWIgGx2OAujt
RJMrLA,"['hyphy', 'west coast trap']",RJMrLA,6kQWPGBItT0oMCHZy3M9DN
R.K.M & Ken-Y,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",RKM & Ken-Y,3jFjgKOGfVLWfXX8q5wrsg
,[],ROCKMAFIA,
ROZES,"['indie poptimism', 'vapor soul']",ROZES,6jsjhAEteAlY0vCiLvMLBA
Rtz,[],RTZ,4mghkDV9wSayZ9f1kf6qpj
RUMRS,[],RUMRS,5tlv9zYibHdPHxm6YdxiKJ
RZA,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop']",RZA,4iCwCMnqsNZ6atvRiADgtn
Ra Ra Riot,"['alternative dance', 'chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'indie poptimism', 'indie psych-rock', 'indie rock', 'indietronica', 'modern rock', 'piano rock', 'shimmer pop', 'stomp and holler', 'synthpop']",Ra Ra Riot,6FIrstf3kHEg3zBOyLpvxD
Rachel Platten,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",Rachel Platten,3QLIkT4rD2FMusaqmkepbq
Rachel Sweet,[],Rachel Sweet,3E8iIu6yKztcuEHrKFBNMS
Radiants,[],Radiants,58d4NDY1bCc9OIvkfs8rIF
TV On The Radio,"['alternative dance', 'alternative rock', 'brooklyn indie', 'chamber pop', 'dance-punk', 'freak folk', 'garage rock', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'lo-fi', 'modern rock', 'neo-psychedelic', 'new rave', 'noise pop', 'stomp and holler', 'synthpop']",Radio,3HJIB8sYPyxrFGuwvKXSLR
Radiohead,"['alternative rock', 'art rock', 'melancholia', 'modern rock', 'permanent wave', 'rock']",Radiohead,4Z8W4fKeB5YxbusRsdQVPb
Rae Sremmurd,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",Rae Sremmurd,7iZtZyCzp3LItcw1wtPI3D
,[],Rae Sremmurd & Juicy J,
RaeLynn,"['contemporary country', 'country', 'deep talent show']",RaeLynn,5dMnvpYEfXvSexjwnSRH5n
Raekwon,"['alternative hip hop', 'dirty south rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",Raekwon,2yQf6b8hxahZaT5dHlWaB1
Rag'n'Bone Man,[],Rag'n'Bone Man,4f9iBmdUOhQWeP7dcAn1pf
Rage Against The Machine,"['alternative metal', 'alternative rock', 'funk metal', 'garage rock', 'hard rock', 'modern rock', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'rock']",Rage Against The Machine,2d0hyoQ5ynDBnkvAbJKORj
Raheem DeVaughn,"['deep pop r&b', 'funk', 'hip pop', 'indie r&b', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",Raheem DeVaughn,59NO6KX7wQCG7jGdtH1NtL
Raheem the Dream,['miami bass'],Raheem The Dream,3kqYF4IwrAOEW0xuoRJrW9
Rahzel,"['east coast hip hop', 'turntablism']",Rahzel,6vunRaBya0Sx6CMJZAlHTZ
Rainbow Kitten Surprise,"['indie folk', 'indie pop', 'modern rock']",Rainbow,4hz8tIajF2INpgM0qzPJz2
Yuvan Shankar Raja,"['deep indian pop', 'desi hip hop', 'filmi']",Raja,6AiX12wXdXFoGJ2vk8zBjy
Rakim,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",Rakim,3PyWEKLWI0vHPmoNrIX0QE
Ral Donner,[],Ral Donner,0j4ZVeMLH38uXEup39Hjvb
Ralo,"['deep southern trap', 'deep trap', 'trap music', 'vapor trap']",Ralo,6Z99p0M73gzZSHQ1FlonCi
Ralph Carter,[],Ralph Carter,2OB8oXgxFsm5obmQE2R5N2
,[],Ralph DeMarco,
Ralph MacDonald,[],Ralph MacDonald,1diiSk1QRXS84ATlHDBdGm
Ralph Tresvant,"['new jack swing', 'quiet storm', 'urban contemporary']",Ralph Tresvant,6MLDcHrNh4OqxDZAjMt5pt
Ram Jam,['classic rock'],Ram Jam,6FITmSxIMsk6TfulFiCIIz
Ramon Ayala Y Sus Bravos Del Norte,"['norteno', 'regional mexican']",Ramon Ayala Y Sus Bravos Del Norte,5j9R5dTGerKvdXopZnfJh9
Ramone,[],Ramone,6fqlqIAhRGvSfki08voLQu
Ramones,"['classic rock', 'hard rock', 'heavy christmas', 'permanent wave', 'punk', 'punk christmas', 'rock', 'skate punk']",Ramones,1co4F2pPNH8JjTutZkmgSm
Rampage,[],Rampage,6edzoyx2aOvZpdFeCCWU1t
Ramrods,[],Ramrods,2QjZJgbOdNOYLnMLhuQsg2
Ramsey Lewis,"['funk', 'indonesian jazz', 'jazz blues', 'jazz christmas', 'jazz funk', 'jazz fusion', 'jazz piano', 'smooth jazz', 'soul jazz']",Ramsey Lewis,7Kfrmups2Z3ncDQmNS5jRc
,[],Ramsey Lewis And Earth,
Ramsey Lewis Trio,"['jazz blues', 'jazz christmas', 'soul jazz']",Ramsey Lewis Trio,4jZOiPysIzYxbDcDEOZmhu
Random Forest,"['compositional ambient', 'focus']",Random Forest,2FIKDET7MkO9hQgSyIW9ia
Randy & The Rainbows,['doo-wop'],Randy & The Rainbows,2V0ryJRGIdudWKl27c806m
Randy Bell,[],Randy Bell,5yt63DPCn2dJvouyoIyp3W
Randy Brown,[],Randy Brown,5ZvCdT0yXfPC2r5uIQwpHm
Randy Crawford,"['adult standards', 'disco', 'jazz christmas', 'new wave pop', 'quiet storm', 'smooth jazz', 'soul', 'soul christmas', 'vocal jazz']",Randy Crawford,1twC2fwPG5FkvYcMpVBQRz
Randy Edelman,"['classic soundtrack', 'scorecore', 'soundtrack']",Randy Edelman,3shMd6Vll0mOcviQ3hrk8m
Randy Houser,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",Randy Houser,56x8mYvS3cyDGAi8N2FxbB
Randy Meisner,['soft rock'],Randy Meisner,00f43SIUld0KU349dnwsmC
Randy Newman,"['disney', 'movie tunes', 'singer-songwriter', 'soundtrack']",Randy Newman,3HQyFCFFfJO3KKBlUfZsyW
,[],Randy Newman & Paul Simon,
Randy Rogers Band,"['country road', 'deep texas country', 'outlaw country', 'texas country']",Randy Rogers,04DUpHOyQqwbHFyvIhcGi3
Randy Rogers Band,"['country road', 'deep texas country', 'outlaw country', 'texas country']",Randy Rogers Band,04DUpHOyQqwbHFyvIhcGi3
Randy Travis,"['contemporary country', 'country', 'country christmas', 'country gospel', 'country road', 'country rock', 'nashville sound', 'outlaw country', 'traditional country']",Randy Travis,1pTuR132U5b4Rizal2Pr7m
Randy VanWarmer,['soft rock'],Randy VanWarmer,6IRQiyNmNGjGlrmEl0iArm
Raphael Saadiq,"['funk', 'indie r&b', 'neo soul', 'soul', 'urban contemporary']",Raphael Saadiq,6g0Wah2YFtb1rFgKhUktlo
,[],Raphael Saadiq & Q-Tip,
,[],Rapination & Kym Mazelle,
Rappin' 4-Tay,"['g funk', 'gangster rap', 'hyphy']",Rappin' 4-Tay,4tzxCsdhR0IIUNyzwrag4C
Rappin' Noyd,[],Rappin' Noyd,44TGt0wuRfedkzPFueBEVf
Rare Earth,"['blues-rock', 'british blues', 'classic funk rock', 'classic rock', 'southern rock']",Rare Earth,6eEsIl4wosvhuWI0mfXxAF
Rascal Flatts,"['contemporary country', 'country', 'country christmas', 'country road', 'neo mellow', 'pop rock']",Rascal Flatts,0a1gHP0HAqALbEyxaD5Ngn
Raspberries,"['bubblegum pop', 'jangle pop', 'power pop', 'pub rock']",Raspberries,7Kkx4dACo6kFSeT9wjfVA5
Ratatat,"['alternative dance', 'brooklyn indie', 'indietronica', 'new rave']",Ratatat,57dN52uHvrHOxijzpIgu3E
Ratt,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",Ratt,3tufWJzpCiAGleBt5TkmTn
Raven-Symoné,['post-teen pop'],Raven-Symone,6kUQJlewgd3UFKVYrrmILh
B.o.B,"['dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",Ray,5ndkK3dpZLKtBklKjxNQwT
Bob & Ray,[],Ray And Bob,4IDxhRP1l1qN5nSLOSz20B
Ray Anthony,"['big band', 'christmas', 'easy listening', 'exotica', 'jazz christmas', 'lounge', 'swing']",Ray Anthony,5YRqxl4KfzKkFBMu408yv6
Ray Barretto,"['boogaloo', 'cuban rumba', 'latin jazz', 'mambo', 'salsa', 'salsa international']",Ray Barretto,2h4ndKS2vRWeFLpq8ARu0D
Ray Bryant,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz piano', 'soul jazz', 'stride']",Ray Bryant,617L0tV5Y7lMvUHGHR43AR
Ray Bryant And His Combo,[],Ray Bryant Combo,2w3EhMUWxrjzg5yOV8AMdT
Ray Charles,"['adult standards', 'christmas', 'classic rock', 'jazz blues', 'jazz christmas', 'motown', 'piano blues', 'rock-and-roll', 'soul', 'soul blues', 'soul christmas', 'southern soul', 'vocal jazz']",Ray Charles,1eYhYunlNJlDoQhtYBvPsi
,[],Ray Charles & Betty Carter,
,[],Ray Charles & Jimmy Lewis,
,[],Ray Charles & The Raelets,
Ray Charles Orchestra,[],Ray Charles Orchestra,6CNbrGMS5Y3UVnYOhNAmDw
,[],Ray Charles and his Orchestra,
,[],Ray Conniff And The Singers,
,[],Ray Conniff His Orchestra And Chorus,
Ray Dalton,[],Ray Dalton,4e0nWw2r4BoQSKPQ2zpU13
Ray Ellis & His Orchestra,[],Ray Ellis,3dbGVeXyDDMicb8wshAVyp
Ray Ellis & His Orchestra,[],Ray Ellis And His Orchestra,3dbGVeXyDDMicb8wshAVyp
Ray J,"['alternative r&b', 'dance pop', 'deep pop r&b', 'hip pop', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']",Ray J,6gbGGM0E8Q1hE511psqxL0
,[],Ray J & Yung Berg,
Ray Kennedy,[],Ray Kennedy,6CPNVbAOtmZGh4N2PHZRQe
Ray LaMontagne,"['acoustic pop', 'folk-pop', 'indie folk', 'modern blues', 'neo mellow', 'new americana', 'singer-songwriter', 'stomp and holler']",Ray LaMontagne,6DoH7ywD5BcQvjloe9OcIj
"Ray Parker, Jr.","['disco', 'soul christmas']",Ray Parker,0NyzfcGDZZ6GM25EBG9BYK
"Ray Parker, Jr.","['disco', 'soul christmas']",Ray Parker Jr.,0NyzfcGDZZ6GM25EBG9BYK
,[],Ray Parker Jr. & Raydio,
,[],"Ray Parker,Jr. & Helen Terry",
Ray Peterson,"['adult standards', 'brill building pop', 'christmas', 'doo-wop', 'merseybeat', 'rock-and-roll', 'rockabilly']",Ray Peterson,7BDI9Iqt24gl4RGdS6hWs9
Ray Price,"['country gospel', 'cowboy western', 'nashville sound', 'outlaw country', 'texas country', 'traditional country', 'western swing']",Ray Price,5sAg1HZePcFfhrs0G8A8OP
Ray Sawyer,[],Ray Sawyer,4Qm80YHGbBBGXJyX4SGm7A
Ray Sharpe,[],Ray Sharpe,4Tnu2xPRWy7IsD0ja3WP7D
Ray Smith,"['jump blues', 'rock-and-roll', 'rockabilly']",Ray Smith,4SGITJm1kRaIEoqEwv360I
Ray Stevens,"['bubblegum pop', 'comic', 'country christmas', 'nashville sound', 'traditional country']",Ray Stevens,7MpUvihmfilIxyN20kXwQj
,[],Raybon Bros.,
Raydio,"['funk', 'post-disco', 'quiet storm']",Raydio,1VQ7baxc9Okx2YuRnpKMMR
Rayland Baxter,"['deep new americana', 'folk-pop', 'indie folk', 'indie pop', 'modern blues', 'new americana', 'roots rock', 'stomp and holler']",Rayland Baxter,251UrhgNbMr15NLzQ2KyKq
Raymix,[],Raymix,0hHT2BH7XTm3ZdZb6CX064
,[],Raymond Lefevre and His Orchestra,
Rayvon,[],Rayvon,4hB4SmzreXMTGWYj7KQ7QN
Razor B,[],Razor B,0ruXFiGzVrWd68geOSrvTz
Razzy Bailey,[],Razzy,7j0u9yPUVMa70NyhpdHfP4
Re-Flex,"['dance rock', 'new romantic', 'new wave', 'synthpop']",Re-flex,6LwpR3tvzBrDToEVmqt0sQ
Ready For The World,"['boy band', 'classic funk rock', 'electro', 'freestyle', 'funk', 'new jack swing', 'post-disco', 'quiet storm', 'urban contemporary']",Ready For The World,6h29EZDlc2NTvmCUe4yoXV
In Real Life,['teen pop'],Real Life,09fEeGYqb3MUeV1c9BJgDI
Real McCoy,"['bubblegum dance', 'eurodance', 'europop', 'german techno', 'hip house', 'soul christmas']",Real McCoy,2vRfKzjQYJQd67X8x49MOh
Complex Reality,[],Reality,54UfHu4bjwDkdRTAOqv8On
Reba McEntire,"['contemporary country', 'country', 'country christmas', 'country dawn', 'country gospel', 'country road', 'nashville sound', 'traditional country']",Reba,02rd0anEWfMtF7iMku9uor
Reba McEntire,"['contemporary country', 'country', 'country christmas', 'country dawn', 'country gospel', 'country road', 'nashville sound', 'traditional country']",Reba McEntire,02rd0anEWfMtF7iMku9uor
